pathway	overlap_size	pathway_size	p-value (raw)	p-value	overlap_features (name)	overlap_features (id)	used_input_mzs
356.253	C14782	M(C13)+H[1+]	0.0017	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
356.2539	C14782	M(C13)+H[1+]	0.0026	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
354.2393	C14782	M[1+]	-0.0013	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
354.2372	C14782	M[1+]	-0.0034	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
357.2428	C14782	M(Cl37)+H[1+]	-0.0023	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
354.2376	C14782	M[1+]	-0.003	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
356.2529	C14782	M(C13)+H[1+]	0.0016	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
354.2431	C14782	M[1+]	0.0025	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
271.2871	C14782	M-HCOOK+H[1+]	0.0005	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
357.2474	C14782	M(Cl37)+H[1+]	0.0023	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
337.2363	C14782	M-H2O+H[1+]	-0.001	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
373.2577	C14782	M+H2O+H[1+]	-0.0008	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
413.2089	C14782	M+NaCl[1+]	0.0024	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
354.2381	C14782	M[1+]	-0.0025	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
377.2324	C14782	M+Na[1+]	0.0025	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
377.2333	C14782	M+Na[1+]	0.0034	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
354.2377	C14782	M[1+]	-0.0029	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
413.208	C14782	M+NaCl[1+]	0.0015	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
189.1168	C14782	M+H+Na[2+]	-0.0018	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
354.2402	C14782	M[1+]	-0.0004	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
357.2484	C14782	M(Cl37)+H[1+]	0.0033	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
357.2428	C14782	M(S34)+H[1+]	-0.0009	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
354.2383	C14782	M[1+]	-0.0023	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
356.248	C14782	M(C13)+H[1+]	-0.0033	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
354.238	C14782	M[1+]	-0.0026	11,12,15-THETA; 11,12,15-Trihydroxyicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,13E)-(15S)-11,12,15-Trihydroxyicosa-5,8,12-trienoic acid	Arachidonic acid metabolism
213.1724	C14153	M+2H[2+]	-0.0019	alpha-Tocotrienol	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism
213.1729	C14153	M+2H[2+]	-0.0014	alpha-Tocotrienol	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism
427.3394	C14153	M(Cl37)+H[1+]	0.0008	alpha-Tocotrienol	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism
425.3394	C14153	M+H[1+]	-0.002	alpha-Tocotrienol	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism
213.1744	C14153	M+2H[2+]	0.0001	alpha-Tocotrienol	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism
425.343	C14153	M+H[1+]	0.0016	alpha-Tocotrienol	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism
213.1731	C14153	M+2H[2+]	-0.0012	alpha-Tocotrienol	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism
463.2974	C14153	M+K[1+]	0.0005	alpha-Tocotrienol	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism
483.2971	C14153	M+NaCl[1+]	-0.0029	alpha-Tocotrienol	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism
427.3394	C14153	M(S34)+H[1+]	0.0022	alpha-Tocotrienol	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism
424.3344	C14153	M[1+]	0.0003	alpha-Tocotrienol	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism
463.2942	C14153	M+K[1+]	-0.0027	alpha-Tocotrienol	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism
509.3061	C14153	M+HCOOK[1+]	0.0034	alpha-Tocotrienol	Ascorbate (Vitamin C) and Aldarate Metabolism$Vitamin E metabolism
300.2063	CE7090	M-H2O+H[1+]	-0.002	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
318.2172	CE7090	M+H[1+]	-0.0017	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
336.2293	CE7090	M+H2O+H[1+]	-0.0002	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
402.1776	CE7090	M+HCOOK[1+]	-0.0026	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
318.2174	CE7090	M+H[1+]	-0.0015	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
336.2296	CE7090	M+H2O+H[1+]	0.0001	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
290.2239	CE7090	M-CO+H[1+]	-0.0	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
340.2006	CE7090	M+Na[1+]	-0.0003	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
290.2237	CE7090	M-CO+H[1+]	-0.0002	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
336.2274	CE7090	M+H2O+H[1+]	-0.0021	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
336.2268	CE7090	M+H2O+H[1+]	-0.0027	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
340.198	CE7090	M+Na[1+]	-0.0029	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
290.2235	CE7090	M-CO+H[1+]	-0.0004	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
282.1981	CE7090	M-H4O2+H[1+]	0.0004	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
318.2168	CE7090	M+H[1+]	-0.0021	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
336.2271	CE7090	M+H2O+H[1+]	-0.0024	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
290.2222	CE7090	M-CO+H[1+]	-0.0017	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
317.2115	CE7090	M[1+]	-0.0002	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
336.2277	CE7090	M+H2O+H[1+]	-0.0018	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
336.2276	CE7090	M+H2O+H[1+]	-0.0019	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
282.1975	CE7090	M-H4O2+H[1+]	-0.0002	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
290.225	CE7090	M-CO+H[1+]	0.0011	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
300.2066	CE7090	M-H2O+H[1+]	-0.0017	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
318.2171	CE7090	M+H[1+]	-0.0018	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
336.2272	CE7090	M+H2O+H[1+]	-0.0023	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
336.2278	CE7090	M+H2O+H[1+]	-0.0017	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
386.2043	CE7090	M+HCOONa[1+]	-0.002	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
274.2286	CE7090	M-CO2+H[1+]	-0.0005	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
336.2275	CE7090	M+H2O+H[1+]	-0.002	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
386.2071	CE7090	M+HCOONa[1+]	0.0008	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
386.2072	CE7090	M+HCOONa[1+]	0.0009	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
300.2065	CE7090	M-H2O+H[1+]	-0.0018	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
290.2245	CE7090	M-CO+H[1+]	0.0006	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
340.202	CE7090	M+Na[1+]	0.0011	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
300.2064	CE7090	M-H2O+H[1+]	-0.0019	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
386.2026	CE7090	M+HCOONa[1+]	-0.0037	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
386.2095	CE7090	M+HCOONa[1+]	0.0032	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
290.2221	CE7090	M-CO+H[1+]	-0.0018	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
386.2049	CE7090	M+HCOONa[1+]	-0.0014	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
336.2282	CE7090	M+H2O+H[1+]	-0.0013	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
386.2068	CE7090	M+HCOONa[1+]	0.0005	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
318.2169	CE7090	M+H[1+]	-0.002	18R-HEPE	Putative anti-Inflammatory metabolites formation from EPA
392.1699	CE7091	M+NaCl[1+]	-0.0025	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
336.2134	CE7091	M(Cl37)+H[1+]	0.0024	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
316.2031	CE7091	M-H2O+H[1+]	-0.0001	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
316.2018	CE7091	M-H2O+H[1+]	-0.0014	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
334.217	CE7091	M+H[1+]	0.0032	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
290.2222	CE7091	M-CO2+H[1+]	-0.0018	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
334.216	CE7091	M+H[1+]	0.0022	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
290.2239	CE7091	M-CO2+H[1+]	-0.0001	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
334.2151	CE7091	M+H[1+]	0.0013	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
306.217	CE7091	M-CO+H[1+]	-0.0018	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
316.2017	CE7091	M-H2O+H[1+]	-0.0015	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
262.1909	CE7091	M-C3H4O2+H[1+]	-0.0018	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
334.2149	CE7091	M+H[1+]	0.0011	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
352.2257	CE7091	M+H2O+H[1+]	0.0013	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
334.212	CE7091	M+H[1+]	-0.0018	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
290.2245	CE7091	M-CO2+H[1+]	0.0005	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
334.2163	CE7091	M+H[1+]	0.0025	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
352.2241	CE7091	M+H2O+H[1+]	-0.0003	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
334.2119	CE7091	M+H[1+]	-0.0019	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
298.1903	CE7091	M-H4O2+H[1+]	-0.0023	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
334.2156	CE7091	M+H[1+]	0.0018	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
306.2171	CE7091	M-CO+H[1+]	-0.0017	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
334.2125	CE7091	M+H[1+]	-0.0013	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
316.2013	CE7091	M-H2O+H[1+]	-0.0019	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
336.2097	CE7091	M(S34)+H[1+]	0.0001	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
317.1891	CE7091	M-NH3+H[1+]	0.0018	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
316.2012	CE7091	M-H2O+H[1+]	-0.002	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
290.2235	CE7091	M-CO2+H[1+]	-0.0005	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
334.2147	CE7091	M+H[1+]	0.0009	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
306.2167	CE7091	M-CO+H[1+]	-0.0021	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
316.2039	CE7091	M-H2O+H[1+]	0.0007	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
392.1726	CE7091	M+NaCl[1+]	0.0002	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
306.2166	CE7091	M-CO+H[1+]	-0.0022	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
288.2083	CE7091	M-HCOOH+H[1+]	-0.0001	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
290.2237	CE7091	M-CO2+H[1+]	-0.0003	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
317.1888	CE7091	M-NH3+H[1+]	0.0015	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
288.2085	CE7091	M-HCOOH+H[1+]	0.0001	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
306.2169	CE7091	M-CO+H[1+]	-0.0019	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
334.2168	CE7091	M+H[1+]	0.003	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
306.2159	CE7091	M-CO+H[1+]	-0.0029	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
290.225	CE7091	M-CO2+H[1+]	0.001	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
336.2097	CE7091	M(Cl37)+H[1+]	-0.0013	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
266.2242	CE7091	M-HCOONa+H[1+]	-0.0022	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
290.2221	CE7091	M-CO2+H[1+]	-0.0019	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
306.2163	CE7091	M-CO+H[1+]	-0.0025	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
334.2148	CE7091	M+H[1+]	0.001	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
402.2015	CE7091	M+HCOONa[1+]	0.0003	15(R)-hydroperoxy-EPE	Putative anti-Inflammatory metabolites formation from EPA
118.0785	CE7092	M+3H[3+]	-0.0012	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
316.2031	CE7092	M-H4O2+H[1+]	-0.0001	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
370.2324	CE7092	M+H2O+H[1+]	-0.0026	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
352.2257	CE7092	M+H[1+]	0.0013	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
420.2093	CE7092	M+HCOONa[1+]	-0.0025	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
334.2147	CE7092	M-H2O+H[1+]	0.0009	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
306.2169	CE7092	M-HCOOH+H[1+]	-0.0021	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
436.186	CE7092	M+HCOOK[1+]	0.0003	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
284.2393	CE7092	M-HCOONa+H[1+]	0.0023	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
316.2018	CE7092	M-H4O2+H[1+]	-0.0014	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
334.2156	CE7092	M-H2O+H[1+]	0.0018	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
351.2147	CE7092	M[1+]	-0.0025	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
436.1864	CE7092	M+HCOOK[1+]	0.0007	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
334.2125	CE7092	M-H2O+H[1+]	-0.0013	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
334.2149	CE7092	M-H2O+H[1+]	0.0011	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
306.2171	CE7092	M-HCOOH+H[1+]	-0.0019	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
334.2163	CE7092	M-H2O+H[1+]	0.0025	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
370.2384	CE7092	M+H2O+H[1+]	0.0034	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
370.2342	CE7092	M+H2O+H[1+]	-0.0008	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
324.228	CE7092	M-CO+H[1+]	-0.0014	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
306.2167	CE7092	M-HCOOH+H[1+]	-0.0023	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
436.1866	CE7092	M+HCOOK[1+]	0.0009	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
118.0794	CE7092	M+3H[3+]	-0.0003	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
306.2163	CE7092	M-HCOOH+H[1+]	-0.0027	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
334.217	CE7092	M-H2O+H[1+]	0.0032	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
334.212	CE7092	M-H2O+H[1+]	-0.0018	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
316.2013	CE7092	M-H4O2+H[1+]	-0.0019	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
334.2119	CE7092	M-H2O+H[1+]	-0.0019	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
316.2017	CE7092	M-H4O2+H[1+]	-0.0015	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
436.1861	CE7092	M+HCOOK[1+]	0.0004	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
334.2168	CE7092	M-H2O+H[1+]	0.003	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
354.2231	CE7092	M(S34)+H[1+]	0.0029	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
420.2123	CE7092	M+HCOONa[1+]	0.0005	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
306.217	CE7092	M-HCOOH+H[1+]	-0.002	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
354.2231	CE7092	M(Cl37)+H[1+]	0.0015	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
316.2012	CE7092	M-H4O2+H[1+]	-0.002	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
436.1867	CE7092	M+HCOOK[1+]	0.001	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
316.2039	CE7092	M-H4O2+H[1+]	0.0007	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
334.2151	CE7092	M-H2O+H[1+]	0.0013	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
436.1858	CE7092	M+HCOOK[1+]	0.0001	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
118.0786	CE7092	M+3H[3+]	-0.0011	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
324.2318	CE7092	M-CO+H[1+]	0.0024	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
436.1859	CE7092	M+HCOOK[1+]	0.0002	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
118.079	CE7092	M+3H[3+]	-0.0007	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
420.2126	CE7092	M+HCOONa[1+]	0.0008	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
334.2148	CE7092	M-H2O+H[1+]	0.001	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
352.2241	CE7092	M+H[1+]	-0.0003	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
306.2166	CE7092	M-HCOOH+H[1+]	-0.0024	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
334.216	CE7092	M-H2O+H[1+]	0.0022	15-oxo-PGE1	Prostaglandin formation from dihomo gama-linoleic acid
